index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by,,,
20248,408-3384878-3341126,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1126,JAMMU,JAMMU & KASHMIR,180003,IN,FALSE,Ekart,,,
20249,404-2851846-4617125,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,968,SILIGURI,WEST BENGAL,734003,IN,FALSE,Ekart,,,
20250,402-0241978-8687577,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1115,HAILAKANDI,ASSAM,788155,IN,FALSE,Ekart,,,
20251,402-3113132-4309145,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,725,KIRIBURU,JHARKHAND,833223,IN,FALSE,Easy Ship,,,
20252,402-9237690-7857133,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,824,BENGALURU,KARNATAKA,560083,IN,FALSE,Ekart,,,
20253,403-8565223-6529914,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,L,Shipped,1,INR,493,GHAZIABAD,UTTAR PRADESH,201014,IN,FALSE,Ekart,,,
20254,171-9143322-2356323,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,654,KANPUR,UTTAR PRADESH,208011,IN,FALSE,Easy Ship,,,
20255,405-3582852-3715560,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,969,CHANDIGARH,CHANDIGARH,160036,IN,FALSE,Ekart,,,
20256,408-5280728-6056319,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Perfume,L,Shipped,1,INR,899,CHENNAI,TAMIL NADU,600097,IN,FALSE,Easy Ship,,,
20257,408-8122795-4409113,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,399,THIRUVANANTHAPURAM,KERALA,695573,IN,FALSE,Ekart,,,
20258,405-8735397-2088357,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XXL,Shipped,1,INR,267,"NERUL, NAVI MUMBAI",MAHARASHTRA,400706,IN,FALSE,Ekart,,,
20259,406-5372725-3414749,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,582,KOLKATA,WEST BENGAL,700037,IN,FALSE,Easy Ship,,,
20260,402-8398970-8366733,04-18-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,M,On the Way,0,INR,280.95,MORANHAT,ASSAM,785670,IN,FALSE,Easy Ship,,,
20261,404-9009578-9641102,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,432,CHENNAI,TAMIL NADU,600125,IN,FALSE,Ekart,,,
20262,405-8291754-6425114,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,801,BENGALURU,KARNATAKA,560003,IN,FALSE,Ekart,,,
20263,405-3716018-4265108,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,499,BENGALURU,KARNATAKA,560003,IN,FALSE,Easy Ship,,,
20264,405-3716018-4265108,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XS,Shipped,1,INR,360,BENGALURU,KARNATAKA,560003,IN,FALSE,Easy Ship,,,
20265,405-3485407-5131509,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XS,Shipped,1,INR,329,BENGALURU,KARNATAKA,560003,IN,FALSE,Ekart,,,
20266,408-1735439-2865150,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,631,NEW TOWN,WEST BENGAL,700159,IN,FALSE,Easy Ship,,,
20267,407-5238147-7579558,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,563,FARIDABAD,HARYANA,121001,IN,FALSE,Ekart,,,
20268,404-0300477-7823512,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,574,BURHANPUR,MADHYA PRADESH,450331,IN,FALSE,Easy Ship,,,
20269,404-0300477-7823512,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,423,BURHANPUR,MADHYA PRADESH,450331,IN,FALSE,Easy Ship,,,
20270,402-8338148-4983566,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,399,New Delhi,New Delhi,110019,IN,FALSE,Ekart,,,
20271,171-4914502-9168339,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,291,Kovalam,KERALA,695521,IN,FALSE,Ekart,,,
20272,407-8989403-3039518,04-18-22,Cancelled,Amazon,Amazon.in,Expedited,Trousers,M,Cancelled,0,0,0,FARIDABAD,HARYANA,121001,IN,FALSE,Ekart,,,
20273,408-8203196-3491563,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,496,HYDERABAD,TELANGANA,500075,IN,FALSE,Ekart,,,
20274,403-5078251-9943567,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,484,HYDERABAD,TELANGANA,500094,IN,FALSE,Easy Ship,,,
20275,404-3395186-5820311,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,721,MUMBAI,MAHARASHTRA,400093,IN,FALSE,Easy Ship,,,
20276,406-8888793-3829140,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XL,Shipped,1,INR,493,Panchkula,HARYANA,134109,IN,FALSE,Easy Ship,,,
20277,405-9562451-1372308,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,533,BENGALURU,KARNATAKA,560062,IN,FALSE,Ekart,,,
20278,404-7421630-5940300,04-18-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,3XL,Cancelled,0,0,0,CHENNAI,TAMIL NADU,600020,IN,FALSE,Ekart,,,
20279,403-8950822-0790746,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,597,KOLKATA,WEST BENGAL,700033,IN,FALSE,Ekart,,,
20280,171-6480388-9078765,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1238,KURUNDVAD,MAHARASHTRA,416106,IN,FALSE,Easy Ship,,,
20281,171-7255536-6702724,04-18-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,3XL,Cancelled,0,0,0,Kovalam,KERALA,695521,IN,FALSE,Ekart,,,
20282,404-4172002-2569966,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,654,HYDERABAD,TELANGANA,500036,IN,FALSE,Easy Ship,,,
20283,404-1381634-5873917,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1112,HYDERABAD,TELANGANA,500036,IN,FALSE,Ekart,,,
20284,406-5875062-8520341,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,487,MUKERIAN,PUNJAB,144211,IN,FALSE,Easy Ship,,,
20285,407-0819105-9520321,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,744,MADIKONDA,TELANGANA,506142,IN,FALSE,Easy Ship,,,
20286,402-1879944-8299556,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,399,CHENNAI,TAMIL NADU,600122,IN,FALSE,Ekart,,,
20287,408-3688253-0325144,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1115,YELAMANCHILI,ANDHRA PRADESH,531055,IN,FALSE,Ekart,,,
20288,408-4101280-2169119,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,696,Thalassery,KERALA,670741,IN,FALSE,Easy Ship,,,
20289,407-1560239-0733106,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,329,PATNA,BIHAR,800004,IN,FALSE,Ekart,,,
20290,402-8925001-9691552,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,597,NEW DELHI,DELHI,110045,IN,FALSE,Easy Ship,,,
20291,407-8547134-4405150,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,654,THOUBAL,MANIPUR,795138,IN,FALSE,Ekart,,,
20292,407-1069111-0551545,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,824,JAIPUR,RAJASTHAN,302003,IN,FALSE,Ekart,,,
20293,405-5807235-7127519,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,352,"ShahuNagar, Dharavi,Mumbai",MAHARASHTRA,400017,IN,FALSE,Ekart,,,
20294,408-6244246-3036355,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,525,GURUGRAM,HARYANA,122018,IN,FALSE,Ekart,,,
20295,171-6041998-0043506,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Wallet,Free,Shipped,1,INR,419,DARLAGHAT,HIMACHAL PRADESH,171102,IN,FALSE,Ekart,,,
20296,403-1161438-1857140,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,435,NAVALGUND,KARNATAKA,582208,IN,FALSE,Ekart,,,
20297,406-8197562-2029152,04-18-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XS,Unshipped,1,INR,487,Suntikoppa,KARNATAKA,571237,IN,FALSE,Ekart,,,
20298,406-4343437-8360338,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,824,Malda,WEST BENGAL,732203,IN,FALSE,Ekart,,,
20299,402-4359640-8127545,04-18-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XL,Cancelled,0,0,0,BHIWANDI,MAHARASHTRA,421302,IN,FALSE,Ekart,,,
20300,405-0989884-3273905,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XS,Shipped,1,INR,377,Nabadwip,WEST BENGAL,741302,IN,FALSE,Ekart,,,
20301,405-0989884-3273905,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,432,Nabadwip,WEST BENGAL,741302,IN,FALSE,Ekart,,,
20302,404-7113121-0640309,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XL,Shipped,1,INR,690,THIRUVANANTHAPURAM,KERALA,695013,IN,FALSE,Easy Ship,,,
20303,404-4006471-2473102,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,484,KOZHIKODE,KERALA,673004,IN,FALSE,Ekart,,,
20304,407-0648594-7374711,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,999,PATNA,BIHAR,800014,IN,FALSE,Easy Ship,,,
20305,408-7882707-8021149,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,714,MUMBAI,MAHARASHTRA,400043,IN,FALSE,Ekart,,,
20306,408-5704160-0127520,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,499,MUMBAI,MAHARASHTRA,400043,IN,FALSE,Easy Ship,,,
20307,406-5077666-0037168,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1112,SULTANPUR,UTTAR PRADESH,228118,IN,FALSE,Ekart,,,
20308,171-6674021-7775500,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,475,delhi,DELHI,110007,IN,FALSE,Easy Ship,,,
20309,405-2161411-8395545,04-18-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XS,Unshipped,1,INR,399,Thane,MAHARASHTRA,400607,IN,FALSE,Ekart,,,
20310,408-2107673-3322757,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,597,PATNA,BIHAR,800007,IN,FALSE,Easy Ship,,,
20311,408-2107673-3322757,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,597,PATNA,BIHAR,800007,IN,FALSE,Easy Ship,,,
20312,171-5940229-8345952,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,654,new delhi,DELHI,110045,IN,FALSE,Easy Ship,,,
20313,405-0623307-8235559,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,684,NALAGARH,HIMACHAL PRADESH,174101,IN,FALSE,Easy Ship,,,
20314,403-8716923-8832302,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,788,nashik,MAHARASHTRA,422207,IN,FALSE,Ekart,,,
20315,405-0134971-7489925,04-18-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,L,Cancelled,0,0,0,BENGALURU,KARNATAKA,560067,IN,FALSE,Ekart,,,
20316,408-9173829-6309923,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,0,BENGALURU,KARNATAKA,560083,IN,FALSE,Easy Ship,,,
20317,405-6819291-9604363,04-18-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,M,Cancelled,0,0,0,Mysuru,KARNATAKA,570023,IN,FALSE,Ekart,,,
20318,408-0562243-8181155,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,NAVI MUMBAI,MAHARASHTRA,410206,IN,FALSE,Ekart,,,
20319,402-2208444-0710749,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,512,AKBARPUR NEAR KANPUR,UTTAR PRADESH,209101,IN,FALSE,Ekart,,,
20320,406-0603799-5963523,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,311,VARANASI,UTTAR PRADESH,221001,IN,FALSE,Ekart,,,
20321,405-6538351-5151537,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1213,HYDERABAD,TELANGANA,500060,IN,FALSE,Easy Ship,,,
20322,407-2997988-1874719,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1221,CHITYALA,TELANGANA,508254,IN,FALSE,Ekart,,,
20323,403-3946400-9285964,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,568,NEW DELHI,DELHI,110070,IN,FALSE,Ekart,,,
20324,408-2483776-7571511,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1099,HARIDWAR,UTTARAKHAND,249408,IN,FALSE,Ekart,,,
20325,408-3454413-0685968,04-18-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,S,On the Way,0,INR,605.71,THIRUVANANTHAPURAM,KERALA,695011,IN,FALSE,Easy Ship,,,
20326,402-5139999-5714723,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XXL,Shipped,1,INR,791,BENGALURU,KARNATAKA,560064,IN,FALSE,Ekart,,,
20327,171-2032102-3817108,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,654,NEW DELHI,DELHI,110062,IN,FALSE,Easy Ship,,,
20328,408-1236860-5506728,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,495,UDUPI,KARNATAKA,576101,IN,FALSE,Easy Ship,,,
20329,403-9066891-6289945,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XXL,Shipped,2,INR,1148,NASHIK,MAHARASHTRA,422013,IN,FALSE,Ekart,,,
20330,408-5798749-6225169,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1126,GREATER NOIDA,UTTAR PRADESH,201310,IN,FALSE,Easy Ship,,,
20331,404-0762806-6152307,04-18-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1126,JAYGAON,WEST BENGAL,736182,IN,FALSE,Easy Ship,,,
20332,408-6921614-9181965,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,435,MADURAI,TAMIL NADU,625016,IN,FALSE,Ekart,,,
20333,171-1646144-4982760,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,429,New Delhi,DELHI,110034,IN,FALSE,Ekart,,,
20334,404-9833383-7369160,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,568,BHUBANESWAR,ODISHA,751024,IN,FALSE,Easy Ship,,,
20335,402-2366161-6052306,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,442,Madurai,TAMIL NADU,625002,IN,FALSE,Easy Ship,,,
20336,407-2781463-9769114,04-18-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,XL,On the Way,0,INR,345.71,DHARMAPURI,TELANGANA,505425,IN,FALSE,Easy Ship,,,
20337,407-2781463-9769114,04-18-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,463.81,DHARMAPURI,TELANGANA,505425,IN,FALSE,Easy Ship,,,
20338,171-5477048-0967553,04-18-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,S,Cancelled,0,0,0,CHINCHOLI MIDC,MAHARASHTRA,413255,IN,FALSE,Ekart,,,
20339,406-4155220-1487562,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,435,BENGALURU,KARNATAKA,560070,IN,FALSE,Ekart,,,
20340,406-2087933-3552369,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,568,BENGALURU,KARNATAKA,560085,IN,FALSE,Ekart,,,
20341,402-4059541-6180360,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1221,Navi Mumbai,MAHARASHTRA,400706,IN,FALSE,Ekart,,,
20342,402-8687003-0011519,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,L,Shipped,1,INR,355,BENGALURU,KARNATAKA,560048,IN,FALSE,Easy Ship,,,
20343,406-8811571-0417166,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,512,FARIDABAD,HARYANA,121008,IN,FALSE,Ekart,,,
20344,406-4692378-1643519,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,442,VISAKHAPATNAM,ANDHRA PRADESH,530007,IN,FALSE,Ekart,,,
20345,405-4846952-7472306,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,612,Virar west,MAHARASHTRA,401303,IN,FALSE,Easy Ship,,,
20346,405-6269709-6073107,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,744,KAYAMKULAM,KERALA,690502,IN,FALSE,Easy Ship,,,
20347,406-3963788-4345145,04-18-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,L,Cancelled,0,0,0,"Navi Mumbai,THANE",MAHARASHTRA,400614,IN,FALSE,Ekart,,,
20348,402-8379406-9333154,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,563,Pathankot,PUNJAB,145001,IN,FALSE,Ekart,,,
20349,408-9707089-4765157,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,399,HYDERABAD,TELANGANA,500053,IN,FALSE,Ekart,,,
20350,406-6791070-6156367,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,599,NEW DELHI,DELHI,110092,IN,FALSE,Ekart,,,
20351,408-8119968-7012323,04-18-22,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,3XL,Cancelled,0,0,0,GURGAON,HARYANA,122011,IN,FALSE,Ekart,,,
20352,171-9796298-6929959,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1099,PHAGWARA,PUNJAB,144407,IN,FALSE,Easy Ship,,,
20353,171-9796298-6929959,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,881,PHAGWARA,PUNJAB,144407,IN,FALSE,Easy Ship,,,
20354,171-9796298-6929959,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,495,PHAGWARA,PUNJAB,144407,IN,FALSE,Easy Ship,,,
20355,171-0897036-0249146,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,864,PHAGWARA,PUNJAB,144407,IN,FALSE,Ekart,,,
20356,171-0897036-0249146,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1213,PHAGWARA,PUNJAB,144407,IN,FALSE,Ekart,,,
20357,171-0897036-0249146,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,792,PHAGWARA,PUNJAB,144407,IN,FALSE,Ekart,,,
20358,171-0897036-0249146,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,968,PHAGWARA,PUNJAB,144407,IN,FALSE,Ekart,,,
20359,404-3478239-1368311,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,1173,MANGALURU,KARNATAKA,575005,IN,FALSE,Easy Ship,,,
20360,408-1522714-9610761,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,599,RAJKOT,Gujarat,360001,IN,FALSE,Ekart,,,
20361,402-4233895-3198764,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,353,NASHIK,MAHARASHTRA,422009,IN,FALSE,Easy Ship,,,
20362,405-3653132-1705937,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,999,HYDERABAD,TELANGANA,500028,IN,FALSE,Ekart,,,
20363,404-4035504-1687568,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,597,SOLAPUR,MAHARASHTRA,413004,IN,FALSE,Easy Ship,,,
20364,171-0471107-9133933,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,696,CHINCHOLI MIDC,MAHARASHTRA,413255,IN,FALSE,Ekart,,,
20365,402-4410684-6471506,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,432,Pune,MAHARASHTRA,411051,IN,FALSE,Ekart,,,
20366,407-8081673-8992349,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,353,PUDUCHERRY,PUDUCHERRY,605001,IN,FALSE,Ekart,,,
20367,171-0434925-5785138,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,597,PUNE,MAHARASHTRA,411014,IN,FALSE,Ekart,,,
20368,408-1046505-4179526,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,568,MYSURU,KARNATAKA,570021,IN,FALSE,Ekart,,,
20369,408-7241919-6058751,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,3XL,Shipped,1,INR,751,MADHUBANI,BIHAR,847211,IN,FALSE,Ekart,,,
20370,406-8929148-1762758,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,699,PUDUPATTINAM,TAMIL NADU,603102,IN,FALSE,Easy Ship,,,
20371,404-1550016-5225136,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,696,KANGAYAMPALAYAM,TAMIL NADU,641401,IN,FALSE,Ekart,,,
20372,408-0785471-1652314,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,NARASARAOPET,ANDHRA PRADESH,522601,IN,FALSE,Ekart,,,
20373,402-0621747-1539532,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,S,Shipped,1,INR,625,RAIPUR,CHHATTISGARH,492012,IN,FALSE,Ekart,,,
20374,407-6874359-3855541,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,499,MUMBAI,MAHARASHTRA,400037,IN,FALSE,Ekart,,,
20375,402-7826422-9492334,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,788,PUNE,MAHARASHTRA,411038,IN,FALSE,Ekart,,,
20376,404-2037681-8697907,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,399,PATHANAMTHITTA,KERALA,689547,IN,FALSE,Ekart,,,
20377,406-1133822-7258708,04-18-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,S,Shipped,1,INR,588,JAMSHEDPUR,JHARKHAND,831003,IN,FALSE,Ekart,,,
20378,408-9920152-3565965,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,M,Shipped,1,INR,599,Kahnuwan (Gurdaspur),PUNJAB,143528,IN,FALSE,Easy Ship,,,
20379,405-3788732-6459557,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,597,Delhi,DELHI,110085,IN,FALSE,Easy Ship,,,
20380,408-7926421-2301145,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,0,THANE,MAHARASHTRA,401107,IN,FALSE,Easy Ship,,,
20381,406-9864015-3065129,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,399,BIJPUR,UTTAR PRADESH,231223,IN,FALSE,Easy Ship,,,
20382,171-8410113-1304316,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1115,BENGALURU,KARNATAKA,560078,IN,FALSE,Ekart,,,
20383,405-9795099-0520307,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,449,KHARAGPUR,WEST BENGAL,721302,IN,FALSE,Easy Ship,,,
20384,403-0221402-4905927,04-18-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,999,BANGALORE,KARNATAKA,560054,IN,FALSE,Ekart,,,
20385,407-8146359-0277140,04-18-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,597,HYDERABAD,TELANGANA,500068,IN,FALSE,Easy Ship,,,
